Date;Time;T_ambient;Vbus;V ;mA;mW;T_panell
02/01/2023;2:26:52;9.47;4.43;-0.04;-4;0;19.47
02/01/2023;2:26:57;9.47;4.4;-0.03;-3;0;19.47
02/01/2023;2:27:02;9.39;4.37;-0.04;-4;0;19.39
02/01/2023;2:27:07;9.31;4.31;-0.03;-3;0;19.31
02/01/2023;2:27:12;9.07;5.24;-0.16;-16;0;19.07
02/01/2023;2:27:17;9.31;5.24;-0.16;-16;0;19.31
02/01/2023;2:27:22;9.23;5.24;-0.15;-15;0;19.23
02/01/2023;2:27:27;9.39;5.24;-0.15;-15;0;19.39
02/01/2023;2:27:32;9.07;5.24;-0.16;-16;0;19.07
02/01/2023;2:27:37;9.07;5.24;-0.15;-15;0;19.07
02/01/2023;2:27:42;9.23;5.24;-0.15;-15;0;19.23
02/01/2023;2:27:47;9.31;5.24;-0.15;-15;0;19.31
02/01/2023;2:27:52;9.23;5.23;-0.15;-15;0;19.23
02/01/2023;2:27:57;9.15;5.23;-0.14;-14;0;19.15
02/01/2023;2:28:02;8.9;5.23;-0.15;-15;0;18.9
02/01/2023;2:28:07;9.39;5.23;-0.15;-15;0;19.39
02/01/2023;2:28:12;9.15;5.23;-0.15;-15;0;19.15
02/01/2023;2:28:17;9.15;5.23;-0.15;-15;0;19.15
02/01/2023;2:28:22;9.39;5.23;-0.15;-15;0;19.39
02/01/2023;2:28:27;9.23;5.23;-0.15;-15;0;19.23
02/01/2023;2:28:32;9.15;5.23;-0.15;-15;0;19.15
02/01/2023;2:28:37;8.99;5.23;-0.14;-14;0;18.99
02/01/2023;2:28:42;9.39;5.23;-0.15;-15;0;19.39
02/01/2023;2:28:47;9.15;5.23;-0.14;-14;0;19.15
02/01/2023;2:28:52;9.23;5.23;-0.15;-15;0;19.23
02/01/2023;2:28:57;9.15;5.23;-0.14;-14;0;19.15
02/01/2023;2:29:02;8.99;5.23;-0.15;-15;0;18.99
02/01/2023;2:29:07;9.23;5.23;-0.14;-14;0;19.23
02/01/2023;2:29:12;9.23;5.23;-0.14;-14;0;19.23
02/01/2023;2:29:17;9.31;5.23;-0.15;-15;0;19.31
02/01/2023;2:29:22;9.07;5.23;-0.14;-14;0;19.07
02/01/2023;2:29:27;9.23;5.23;-0.15;-15;0;19.23
02/01/2023;2:29:32;9.15;5.23;-0.14;-14;0;19.15
02/01/2023;2:29:37;9.15;5.23;-0.14;-14;0;19.15
02/01/2023;2:29:42;9.39;5.23;-0.14;-14;0;19.39
02/01/2023;2:29:47;9.07;5.23;-0.14;-14;0;19.07
02/01/2023;2:29:52;9.31;5.23;-0.14;-14;0;19.31
02/01/2023;2:29:57;8.99;5.23;-0.14;-14;0;18.99
02/01/2023;2:30:02;9.07;5.22;-0.14;-14;0;19.07
02/01/2023;2:30:07;9.39;5.22;-0.13;-13;0;19.39
02/01/2023;2:30:12;9.07;5.22;-0.14;-14;0;19.07
02/01/2023;2:30:17;9.07;5.22;-0.14;-14;0;19.07
02/01/2023;2:30:22;9.15;5.22;-0.14;-14;0;19.15
02/01/2023;2:30:27;8.99;5.22;-0.14;-14;0;18.99
02/01/2023;2:30:32;9.07;5.22;-0.14;-14;0;19.07
02/01/2023;2:30:37;9.23;5.22;-0.15;-15;0;19.23
02/01/2023;2:30:42;8.99;5.22;-0.14;-14;0;18.99
02/01/2023;2:30:47;9.07;5.22;-0.13;-13;0;19.07
02/01/2023;2:30:52;9.07;5.22;-0.14;-14;0;19.07
02/01/2023;2:30:57;9.23;5.22;-0.14;-14;0;19.23
02/01/2023;2:31:02;9.15;5.22;-0.14;-14;0;19.15
02/01/2023;2:31:07;8.99;5.22;-0.14;-14;0;18.99
02/01/2023;2:31:12;9.15;5.22;-0.15;-15;0;19.15
02/01/2023;2:31:17;9.15;5.22;-0.14;-14;0;19.15
02/01/2023;2:31:22;9.15;5.22;-0.14;-14;0;19.15
02/01/2023;2:31:27;9.15;5.22;-0.14;-14;0;19.15
02/01/2023;2:31:32;9.15;5.22;-0.14;-14;0;19.15
02/01/2023;2:31:37;9.07;5.22;-0.13;-13;0;19.07
02/01/2023;2:31:42;9.15;5.22;-0.14;-14;0;19.15
02/01/2023;2:31:47;9.23;5.22;-0.14;-14;0;19.23
02/01/2023;2:31:52;8.9;5.22;-0.14;-14;0;18.9
02/01/2023;2:31:57;9.15;5.22;-0.14;-14;0;19.15
02/01/2023;2:32:02;9.31;5.22;-0.13;-13;0;19.31
02/01/2023;2:32:07;9.15;5.22;-0.13;-13;0;19.15
02/01/2023;2:32:12;9.07;5.22;-0.13;-13;0;19.07
02/01/2023;2:32:17;8.9;5.22;-0.13;-13;0;18.9
02/01/2023;2:32:22;8.26;5.28;-0.18;-18;0;18.26
02/01/2023;2:32:27;8.58;5.25;-0.2;-20;0;18.58
02/01/2023;2:32:32;8.34;5.24;-0.2;-20;0;18.34
02/01/2023;2:32:37;8.42;5.24;-0.21;-21;0;18.42
02/01/2023;2:32:42;8.34;5.26;-0.18;-18;0;18.34
02/01/2023;2:32:47;8.5;5.26;-0.18;-18;0;18.5
02/01/2023;2:32:52;8.58;5.26;-0.18;-18;0;18.58
02/01/2023;2:32:57;8.58;5.27;-0.2;-20;0;18.58
02/01/2023;2:33:02;8.5;5.26;-0.19;-19;0;18.5
02/01/2023;2:33:07;8.58;5.26;-0.14;-14;0;18.58
02/01/2023;2:33:12;8.58;5.26;-0.14;-14;0;18.58
02/01/2023;2:33:17;9.63;5.29;-0.08;-8;0;19.63
02/01/2023;2:33:22;9.23;5.35;-0.11;-11;0;19.23
02/01/2023;2:33:27;8.74;5.2;-0.11;-11;0;18.74
02/01/2023;2:33:32;8.1;5.26;-0.2;-20;0;18.1
02/01/2023;2:33:37;7.78;5.25;-0.19;-19;0;17.78
02/01/2023;2:33:42;8.02;5.26;-0.2;-20;0;18.02
02/01/2023;2:33:47;7.94;5.26;-0.18;-18;0;17.94
02/01/2023;2:33:52;7.86;5.28;-0.26;-26;0;17.86
02/01/2023;2:33:57;7.86;5.28;-0.25;-25;0;17.86
02/01/2023;2:34:02;7.78;5.28;-0.25;-25;0;17.78
02/01/2023;2:34:07;7.29;5.28;-0.25;-25;0;17.29
02/01/2023;2:34:12;7.37;5.26;-0.21;-21;0;17.37
02/01/2023;2:34:17;8.5;5.28;-0.21;-21;0;18.5
02/01/2023;2:34:22;8.34;5.27;-0.22;-22;0;18.34
02/01/2023;2:34:27;8.5;5.26;-0.22;-22;0;18.5
02/01/2023;2:34:32;8.34;5.27;-0.22;-22;0;18.34
02/01/2023;2:34:37;8.42;5.28;-0.21;-21;0;18.42
02/01/2023;2:34:42;8.42;5.28;-0.2;-20;0;18.42
02/01/2023;2:34:47;8.58;5.27;-0.2;-20;0;18.58
02/01/2023;2:34:52;8.58;5.27;-0.22;-22;0;18.58
02/01/2023;2:34:57;8.42;5.26;-0.23;-23;0;18.42
02/01/2023;2:35:02;8.58;5.26;-0.23;-23;0;18.58
02/01/2023;2:35:07;8.58;5.27;-0.24;-24;0;18.58
02/01/2023;2:35:12;8.42;5.27;-0.22;-22;0;18.42
02/01/2023;2:35:17;8.5;5.27;-0.21;-21;0;18.5
02/01/2023;2:35:22;8.34;5.27;-0.21;-21;0;18.34
02/01/2023;2:35:27;8.66;5.28;-0.2;-20;0;18.66
02/01/2023;2:35:32;8.5;5.28;-0.2;-20;0;18.5
02/01/2023;2:35:37;8.58;5.28;-0.22;-22;0;18.58
02/01/2023;2:35:42;8.58;5.28;-0.21;-21;0;18.58
02/01/2023;2:35:47;8.58;5.27;-0.21;-21;0;18.58
02/01/2023;2:35:52;8.34;5.27;-0.24;-24;0;18.34
02/01/2023;2:35:57;8.58;5.28;-0.23;-23;0;18.58
02/01/2023;2:36:02;8.58;5.28;-0.21;-21;0;18.58
02/01/2023;2:36:07;8.5;5.26;-0.21;-21;0;18.5
02/01/2023;2:36:12;8.58;5.26;-0.23;-23;0;18.58
02/01/2023;2:36:17;8.34;5.26;-0.24;-24;0;18.34
02/01/2023;2:36:22;8.5;5.27;-0.23;-23;0;18.5
02/01/2023;2:36:27;8.42;5.26;-0.23;-23;0;18.42
02/01/2023;2:36:32;8.58;5.26;-0.23;-23;0;18.58
02/01/2023;2:36:37;8.42;5.26;-0.25;-25;0;18.42
02/01/2023;2:36:42;8.42;5.26;-0.24;-24;0;18.42
02/01/2023;2:36:47;8.42;5.26;-0.23;-23;0;18.42
02/01/2023;2:36:52;8.5;5.26;-0.23;-23;0;18.5
02/01/2023;2:36:57;8.34;5.27;-0.22;-22;0;18.34
02/01/2023;2:37:02;8.5;5.28;-0.21;-21;0;18.5
02/01/2023;2:37:07;8.5;5.28;-0.23;-23;0;18.5
02/01/2023;2:37:12;8.26;5.28;-0.22;-22;0;18.26
02/01/2023;2:37:17;8.42;5.27;-0.21;-21;0;18.42
02/01/2023;2:37:22;8.42;5.28;-0.23;-23;0;18.42
02/01/2023;2:37:27;8.58;5.28;-0.23;-23;0;18.58
02/01/2023;2:37:32;8.58;5.28;-0.21;-21;0;18.58
02/01/2023;2:37:37;8.42;5.28;-0.22;-22;0;18.42
02/01/2023;2:37:42;8.5;5.28;-0.22;-22;0;18.5
02/01/2023;2:37:47;8.5;5.28;-0.22;-22;0;18.5
02/01/2023;2:37:52;8.34;5.27;-0.22;-22;0;18.34
02/01/2023;2:37:57;8.42;5.26;-0.24;-24;0;18.42
02/01/2023;2:38:02;8.42;5.26;-0.24;-24;0;18.42
02/01/2023;2:38:07;8.18;5.26;-0.23;-23;0;18.18
02/01/2023;2:38:12;8.58;5.26;-0.24;-24;0;18.58
02/01/2023;2:38:17;8.66;5.27;-0.23;-23;0;18.66
02/01/2023;2:38:22;8.5;5.27;-0.22;-22;0;18.5
02/01/2023;2:38:27;8.58;5.28;-0.2;-20;0;18.58
02/01/2023;2:38:32;8.34;5.28;-0.21;-21;0;18.34
02/01/2023;2:38:37;8.26;5.28;-0.22;-22;0;18.26
02/01/2023;2:38:42;8.34;5.27;-0.23;-23;0;18.34
02/01/2023;2:38:47;8.58;5.26;-0.24;-24;0;18.58
02/01/2023;2:38:52;8.5;5.26;-0.23;-23;0;18.5
02/01/2023;2:38:57;8.5;5.27;-0.23;-23;0;18.5
02/01/2023;2:39:02;8.58;5.26;-0.21;-21;0;18.58
02/01/2023;2:39:07;8.5;5.27;-0.23;-23;0;18.5
02/01/2023;2:39:12;8.58;5.28;-0.23;-23;0;18.58
02/01/2023;2:39:17;8.58;5.28;-0.22;-22;0;18.58
02/01/2023;2:39:22;8.58;5.27;-0.2;-20;0;18.58
02/01/2023;2:39:27;8.42;5.28;-0.22;-22;0;18.42
02/01/2023;2:39:32;8.34;5.28;-0.19;-19;0;18.34
02/01/2023;2:39:37;8.5;5.26;-0.22;-22;0;18.5
02/01/2023;2:39:42;8.34;5.26;-0.25;-25;0;18.34
02/01/2023;2:39:47;8.34;5.27;-0.22;-22;0;18.34
02/01/2023;2:39:52;8.58;5.28;-0.21;-21;0;18.58
02/01/2023;2:39:57;8.58;5.28;-0.2;-20;0;18.58
02/01/2023;2:40:02;8.42;5.28;-0.22;-22;0;18.42
02/01/2023;2:40:07;8.58;5.26;-0.23;-23;0;18.58
02/01/2023;2:40:12;8.18;5.26;-0.23;-23;0;18.18
02/01/2023;2:40:17;8.42;5.28;-0.21;-21;0;18.42
02/01/2023;2:40:22;8.42;5.28;-0.2;-20;0;18.42
02/01/2023;2:40:27;8.34;5.28;-0.21;-21;0;18.34
02/01/2023;2:40:32;8.42;5.27;-0.21;-21;0;18.42
02/01/2023;2:40:37;8.42;5.26;-0.23;-23;0;18.42
02/01/2023;2:40:42;8.34;5.26;-0.24;-24;0;18.34
02/01/2023;2:40:47;8.42;5.26;-0.24;-24;0;18.42
02/01/2023;2:40:52;8.34;5.26;-0.23;-23;0;18.34
02/01/2023;2:40:57;8.58;5.28;-0.22;-22;0;18.58
02/01/2023;2:41:02;8.5;5.27;-0.22;-22;0;18.5
02/01/2023;2:41:07;8.34;5.28;-0.23;-23;0;18.34
02/01/2023;2:41:12;8.42;5.28;-0.21;-21;0;18.42
02/01/2023;2:41:17;8.58;5.27;-0.21;-21;0;18.58
02/01/2023;2:41:22;8.58;5.28;-0.2;-20;0;18.58
02/01/2023;2:41:27;8.5;5.28;-0.21;-21;0;18.5
02/01/2023;2:41:32;8.5;5.28;-0.21;-21;0;18.5
02/01/2023;2:41:37;8.34;5.28;-0.22;-22;0;18.34
02/01/2023;2:41:42;8.26;5.27;-0.23;-23;0;18.26
02/01/2023;2:41:47;8.34;5.26;-0.24;-24;0;18.34
02/01/2023;2:41:52;8.5;5.26;-0.24;-24;0;18.5
02/01/2023;2:41:57;8.5;5.26;-0.24;-24;0;18.5
02/01/2023;2:42:02;8.34;5.26;-0.23;-23;0;18.34
02/01/2023;2:42:07;8.34;5.26;-0.24;-24;0;18.34
02/01/2023;2:42:12;8.42;5.26;-0.24;-24;0;18.42
02/01/2023;2:42:17;8.42;5.28;-0.21;-21;0;18.42
02/01/2023;2:42:22;8.58;5.28;-0.2;-20;0;18.58
02/01/2023;2:42:27;8.5;5.27;-0.23;-23;0;18.5
02/01/2023;2:42:32;8.34;5.27;-0.23;-23;0;18.34
02/01/2023;2:42:37;8.58;5.26;-0.24;-24;0;18.58
02/01/2023;2:42:42;8.34;5.26;-0.24;-24;0;18.34
02/01/2023;2:42:47;8.58;5.26;-0.24;-24;0;18.58
02/01/2023;2:42:52;8.5;5.26;-0.23;-23;0;18.5
02/01/2023;2:42:57;8.5;5.27;-0.24;-24;0;18.5
02/01/2023;2:43:02;8.5;5.26;-0.24;-24;0;18.5
02/01/2023;2:43:07;8.34;5.27;-0.22;-22;0;18.34
02/01/2023;2:43:12;8.26;5.27;-0.22;-22;0;18.26
02/01/2023;2:43:17;8.58;5.28;-0.21;-21;0;18.58
02/01/2023;2:43:22;8.34;5.28;-0.22;-22;0;18.34
02/01/2023;2:43:27;8.42;5.26;-0.23;-23;0;18.42
02/01/2023;2:43:32;8.5;5.26;-0.25;-25;0;18.5
02/01/2023;2:43:37;8.58;5.28;-0.21;-21;0;18.58
02/01/2023;2:43:42;8.34;5.27;-0.21;-21;0;18.34
02/01/2023;2:43:47;8.5;5.26;-0.23;-23;0;18.5
02/01/2023;2:43:52;8.66;5.26;-0.24;-24;0;18.66
02/01/2023;2:43:57;8.5;5.28;-0.22;-22;0;18.5
02/01/2023;2:44:02;8.58;5.28;-0.22;-22;0;18.58
02/01/2023;2:44:07;8.42;5.26;-0.24;-24;0;18.42
02/01/2023;2:44:12;8.34;5.26;-0.23;-23;0;18.34
02/01/2023;2:44:17;8.5;5.28;-0.21;-21;0;18.5
02/01/2023;2:44:22;8.58;5.28;-0.22;-22;0;18.58
02/01/2023;2:44:27;8.5;5.26;-0.24;-24;0;18.5
02/01/2023;2:44:32;8.58;5.26;-0.24;-24;0;18.58
02/01/2023;2:44:37;8.18;5.28;-0.23;-23;0;18.18
02/01/2023;2:44:42;8.34;5.28;-0.19;-19;0;18.34
02/01/2023;2:44:47;8.58;5.28;-0.21;-21;0;18.58
02/01/2023;2:44:52;8.42;5.28;-0.2;-20;0;18.42
02/01/2023;2:44:57;8.5;5.27;-0.22;-22;0;18.5
02/01/2023;2:45:02;8.34;5.27;-0.24;-24;0;18.34
02/01/2023;2:45:07;8.58;5.27;-0.23;-23;0;18.58
02/01/2023;2:45:12;8.42;5.26;-0.24;-24;0;18.42
02/01/2023;2:45:17;8.34;5.26;-0.24;-24;0;18.34
02/01/2023;2:45:22;8.26;5.26;-0.24;-24;0;18.26
02/01/2023;2:45:27;8.42;5.26;-0.24;-24;0;18.42
02/01/2023;2:45:32;8.5;5.26;-0.23;-23;0;18.5
02/01/2023;2:45:37;8.58;5.28;-0.22;-22;0;18.58
02/01/2023;2:45:42;8.58;5.28;-0.21;-21;0;18.58
02/01/2023;2:45:47;8.58;5.28;-0.23;-23;0;18.58
02/01/2023;2:45:52;8.66;5.28;-0.22;-22;0;18.66
02/01/2023;2:45:57;8.42;5.26;-0.23;-23;0;18.42
02/01/2023;2:46:02;8.58;5.26;-0.25;-25;0;18.58
02/01/2023;2:46:07;8.58;5.26;-0.24;-24;0;18.58
02/01/2023;2:46:12;8.5;5.28;-0.24;-24;0;18.5
02/01/2023;2:46:17;8.42;5.28;-0.21;-21;0;18.42
02/01/2023;2:46:22;8.58;5.28;-0.21;-21;0;18.58
02/01/2023;2:46:27;8.58;5.28;-0.21;-21;0;18.58
02/01/2023;2:46:32;8.42;5.26;-0.22;-22;0;18.42
02/01/2023;2:46:37;8.34;5.26;-0.23;-23;0;18.34
02/01/2023;2:46:42;8.42;5.26;-0.23;-23;0;18.42
02/01/2023;2:46:47;8.58;5.26;-0.23;-23;0;18.58
02/01/2023;2:46:52;8.58;5.28;-0.23;-23;0;18.58
02/01/2023;2:46:57;8.34;5.28;-0.2;-20;0;18.34
02/01/2023;2:47:02;8.42;5.27;-0.24;-24;0;18.42
02/01/2023;2:47:07;8.34;5.26;-0.24;-24;0;18.34
02/01/2023;2:47:12;8.34;5.28;-0.22;-22;0;18.34
02/01/2023;2:47:17;8.34;5.28;-0.2;-20;0;18.34
02/01/2023;2:47:22;8.5;5.28;-0.23;-23;0;18.5
02/01/2023;2:47:27;8.34;5.27;-0.22;-22;0;18.34
02/01/2023;2:47:32;8.34;5.26;-0.24;-24;0;18.34
02/01/2023;2:47:37;8.58;5.27;-0.24;-24;0;18.58
02/01/2023;2:47:42;8.58;5.28;-0.21;-21;0;18.58
02/01/2023;2:47:47;8.42;5.26;-0.24;-24;0;18.42
02/01/2023;2:47:52;8.5;5.27;-0.22;-22;0;18.5
02/01/2023;2:47:57;8.42;5.28;-0.21;-21;0;18.42
02/01/2023;2:48:02;8.34;5.26;-0.24;-24;0;18.34
02/01/2023;2:48:07;8.42;5.26;-0.24;-24;0;18.42
02/01/2023;2:48:12;8.42;5.27;-0.24;-24;0;18.42
02/01/2023;2:48:17;8.58;5.28;-0.19;-19;0;18.58
02/01/2023;2:48:22;8.58;5.28;-0.21;-21;0;18.58
02/01/2023;2:48:27;8.18;5.26;-0.24;-24;0;18.18
02/01/2023;2:48:32;8.5;5.27;-0.23;-23;0;18.5
02/01/2023;2:48:37;8.5;5.28;-0.21;-21;0;18.5
02/01/2023;2:48:42;8.5;5.26;-0.24;-24;0;18.5
02/01/2023;2:48:47;8.58;5.27;-0.23;-23;0;18.58
02/01/2023;2:48:52;8.58;5.28;-0.22;-22;0;18.58
02/01/2023;2:48:57;6.97;5.3;-0.29;-29;0;16.97
02/01/2023;2:49:02;6.57;5.3;-0.3;-30;0;16.57
02/01/2023;2:49:07;6.49;5.3;-0.3;-30;0;16.49
02/01/2023;2:49:12;6.81;5.32;-0.34;-34;0;16.81
02/01/2023;2:49:17;6.25;5.32;-0.35;-35;0;16.25
02/01/2023;2:49:22;6.49;5.32;-0.34;-34;0;16.49
02/01/2023;2:49:27;6.41;5.32;-0.34;-34;0;16.41
02/01/2023;2:49:32;6.33;5.32;-0.34;-34;0;16.33
02/01/2023;2:49:37;6;5.32;-0.33;-33;0;16
02/01/2023;2:49:42;5.84;5.32;-0.34;-34;0;15.84
02/01/2023;2:49:47;5.6;5.32;-0.33;-33;0;15.6
02/01/2023;2:49:52;6.25;5.32;-0.34;-34;0;16.25
02/01/2023;2:49:57;6.17;5.32;-0.34;-34;0;16.17
02/01/2023;2:50:02;6.08;5.32;-0.34;-34;0;16.08
02/01/2023;2:50:07;5.76;5.32;-0.34;-34;0;15.76
02/01/2023;2:50:12;5.52;5.32;-0.34;-34;0;15.52
02/01/2023;2:50:17;5.44;5.32;-0.34;-34;0;15.44
02/01/2023;2:50:22;5.44;5.32;-0.34;-34;0;15.44
02/01/2023;2:50:27;5.52;5.32;-0.33;-33;0;15.52
02/01/2023;2:50:32;5.44;5.32;-0.34;-34;0;15.44
02/01/2023;2:50:37;5.44;5.32;-0.34;-34;0;15.44
02/01/2023;2:50:42;5.44;5.32;-0.34;-34;0;15.44
02/01/2023;2:50:47;5.44;5.32;-0.34;-34;0;15.44
02/01/2023;2:50:52;5.44;5.32;-0.33;-33;0;15.44
02/01/2023;2:50:57;5.44;5.32;-0.35;-35;0;15.44
02/01/2023;2:51:02;5.44;5.32;-0.34;-34;0;15.44
02/01/2023;2:51:07;5.44;5.32;-0.35;-35;0;15.44
02/01/2023;2:51:12;5.44;5.32;-0.36;-36;0;15.44
02/01/2023;2:51:17;5.44;5.32;-0.34;-34;0;15.44
02/01/2023;2:51:22;5.44;5.32;-0.34;-34;0;15.44
02/01/2023;2:51:27;5.44;5.32;-0.35;-35;0;15.44
02/01/2023;2:51:32;5.44;5.33;-0.35;-35;0;15.44
02/01/2023;2:51:37;5.44;5.26;-0.21;-21;0;15.44
02/01/2023;2:51:42;5.44;5.42;-0.5;-50;0;15.44
02/01/2023;2:51:47;5.44;4.94;-0.19;-19;0;15.44
02/01/2023;2:51:52;5.44;4.96;-0.19;-19;0;15.44
02/01/2023;2:51:57;5.44;4.94;-0.2;-20;0;15.44
02/01/2023;2:52:02;5.44;5.04;-0.19;-19;0;15.44
02/01/2023;2:52:07;5.44;5.15;-0.19;-19;0;15.44
02/01/2023;2:52:12;5.44;5.22;-0.18;-18;0;15.44
02/01/2023;2:52:17;5.44;5.2;-0.19;-19;0;15.44
02/01/2023;2:52:22;5.44;5.1;-0.19;-19;0;15.44
02/01/2023;2:52:27;5.44;5.09;-0.19;-19;0;15.44
02/01/2023;2:52:32;5.44;5.42;-0.18;-18;0;15.44
02/01/2023;2:52:37;5.44;5.47;-0.2;-20;0;15.44
02/01/2023;2:52:42;5.44;4.83;-0.18;-18;0;15.44
02/01/2023;2:52:47;5.44;4.84;-0.19;-19;0;15.44
02/01/2023;2:52:52;5.44;4.84;-0.19;-19;0;15.44
02/01/2023;2:52:57;5.44;4.84;-0.2;-20;0;15.44
02/01/2023;2:53:02;5.44;4.83;-0.19;-19;0;15.44
02/01/2023;2:53:07;5.44;4.83;-0.19;-19;0;15.44
02/01/2023;2:53:12;5.44;4.83;-0.2;-20;0;15.44
02/01/2023;2:53:17;5.44;4.82;-0.19;-19;0;15.44
02/01/2023;2:53:22;5.44;4.81;-0.2;-20;0;15.44
02/01/2023;2:53:27;5.44;4.82;-0.2;-20;0;15.44
02/01/2023;2:53:32;5.44;4.84;-0.21;-21;0;15.44
02/01/2023;2:53:37;5.44;4.86;-0.2;-20;0;15.44
02/01/2023;2:53:42;5.44;4.86;-0.2;-20;0;15.44
02/01/2023;2:53:47;5.52;4.87;-0.19;-19;0;15.52
02/01/2023;2:53:52;6.17;4.87;-0.2;-20;0;16.17
02/01/2023;2:53:57;6;4.88;-0.22;-22;0;16
02/01/2023;2:54:02;6.25;4.87;-0.24;-24;0;16.25
02/01/2023;2:54:07;6.49;4.87;-0.24;-24;0;16.49
02/01/2023;2:54:12;6.57;4.88;-0.23;-23;0;16.57
02/01/2023;2:54:17;6.49;4.88;-0.12;-12;0;16.49
02/01/2023;2:54:22;6.65;4.88;-0.23;-23;0;16.65
02/01/2023;2:54:27;6.73;4.88;-0.17;-17;0;16.73
02/01/2023;2:54:32;6.57;4.88;-0.25;-25;0;16.57
02/01/2023;2:54:37;6.49;4.89;-0.24;-24;0;16.49
02/01/2023;2:54:42;6.65;4.89;-0.24;-24;0;16.65
02/01/2023;2:54:47;6.65;4.89;-0.23;-23;0;16.65
02/01/2023;2:54:52;6.49;4.89;-0.14;-14;0;16.49
02/01/2023;2:54:57;6.49;4.88;-0.16;-16;0;16.49
02/01/2023;2:55:02;6.49;4.89;-0.21;-21;0;16.49
02/01/2023;2:55:07;6.49;4.89;-0.22;-22;0;16.49
02/01/2023;2:55:12;6.49;4.89;-0.22;-22;0;16.49
02/01/2023;2:55:17;6.33;4.88;-0.22;-22;0;16.33
02/01/2023;2:55:22;6.49;4.86;-0.22;-22;0;16.49
02/01/2023;2:55:27;6.49;4.86;-0.21;-21;0;16.49
02/01/2023;2:55:32;5.84;4.86;-0.21;-21;0;15.84
02/01/2023;2:55:37;6;4.87;-0.21;-21;0;16
02/01/2023;2:55:42;6.17;4.87;-0.2;-20;0;16.17
02/01/2023;2:55:47;6.08;4.86;-0.2;-20;0;16.08
02/01/2023;2:55:52;5.76;4.86;-0.2;-20;0;15.76
02/01/2023;2:55:57;5.92;4.86;-0.19;-19;0;15.92
02/01/2023;2:56:02;5.84;4.86;-0.19;-19;0;15.84
02/01/2023;2:56:07;5.84;4.87;-0.19;-19;0;15.84
02/01/2023;2:56:12;5.84;4.87;-0.18;-18;0;15.84
02/01/2023;2:56:17;5.6;4.87;-0.2;-20;0;15.6
02/01/2023;2:56:22;5.6;4.87;-0.19;-19;0;15.6
02/01/2023;2:56:27;5.6;4.87;-0.19;-19;0;15.6
02/01/2023;2:56:32;5.44;4.87;-0.18;-18;0;15.44
02/01/2023;2:56:37;5.44;4.88;-0.18;-18;0;15.44
02/01/2023;2:56:42;5.44;4.87;-0.19;-19;0;15.44
02/01/2023;2:56:47;5.6;4.88;-0.18;-18;0;15.6
02/01/2023;2:56:52;5.52;4.87;-0.18;-18;0;15.52
02/01/2023;2:56:57;5.44;4.87;-0.18;-18;0;15.44
02/01/2023;2:57:02;5.44;4.87;-0.18;-18;0;15.44
02/01/2023;2:57:07;5.44;4.88;-0.18;-18;0;15.44
02/01/2023;2:57:12;5.44;4.88;-0.18;-18;0;15.44
02/01/2023;2:57:17;5.44;4.88;-0.19;-19;0;15.44
02/01/2023;2:57:22;5.44;4.89;-0.19;-19;0;15.44
02/01/2023;2:57:27;5.44;4.87;-0.14;-14;0;15.44
02/01/2023;2:57:32;5.44;4.86;-0.14;-14;0;15.44
02/01/2023;2:57:37;5.44;4.86;-0.13;-13;0;15.44
02/01/2023;2:57:42;5.44;4.85;-0.14;-14;0;15.44
02/01/2023;2:57:47;5.44;4.84;-0.14;-14;0;15.44
02/01/2023;2:57:52;5.44;4.84;-0.14;-14;0;15.44
02/01/2023;2:57:57;5.44;4.82;-0.14;-14;0;15.44
02/01/2023;2:58:02;5.44;4.82;-0.13;-13;0;15.44
02/01/2023;2:58:07;5.44;4.8;-0.13;-13;0;15.44
02/01/2023;2:58:12;5.44;4.79;-0.13;-13;0;15.44
02/01/2023;2:58:17;5.44;4.78;-0.13;-13;0;15.44
02/01/2023;2:58:22;5.44;4.77;-0.18;-18;0;15.44
02/01/2023;2:58:27;5.44;4.93;-0.2;-20;0;15.44
02/01/2023;2:58:32;5.44;4.93;-0.2;-20;0;15.44
02/01/2023;2:58:37;5.84;4.93;-0.21;-21;0;15.84
02/01/2023;2:58:42;5.44;4.93;-0.18;-18;0;15.44
02/01/2023;2:58:47;5.6;4.93;-0.18;-18;0;15.6
02/01/2023;2:58:52;5.76;4.93;-0.18;-18;0;15.76
02/01/2023;2:58:57;6;4.94;-0.2;-20;0;16
02/01/2023;2:59:02;5.84;4.94;-0.19;-19;0;15.84
02/01/2023;2:59:07;5.92;4.93;-0.14;-14;0;15.92
02/01/2023;2:59:12;6.33;4.94;-0.14;-14;0;16.33
02/01/2023;2:59:17;6.49;4.95;-0.08;-8;0;16.49
02/01/2023;2:59:22;6.49;4.95;-0.11;-11;0;16.49
02/01/2023;2:59:27;6.49;4.94;-0.11;-11;0;16.49
02/01/2023;2:59:32;6.33;4.94;-0.2;-20;0;16.33
02/01/2023;2:59:37;6.57;4.94;-0.19;-19;0;16.57
02/01/2023;2:59:42;6.49;4.95;-0.2;-20;0;16.49
02/01/2023;2:59:47;6.33;4.95;-0.18;-18;0;16.33
02/01/2023;2:59:52;6.41;4.95;-0.26;-26;0;16.41
02/01/2023;2:59:57;6.49;4.95;-0.25;-25;0;16.49
02/01/2023;3:00:02;6.08;4.95;-0.25;-25;0;16.08
